tanggal,judul,narasi
6-Aug-20,"Pesan Berantai Penelitian Online Mahasiswi Ilmu Psikologi Kesehatan, Fakultas Kedokteran Universitas Brawijaya","Assalamuallaikum Selamat sore malam adek syifa . Sehubungan dengan adanya PSBB karena Covid 19. Ijinkan Saya Ayu Sofia Anggraeni, mahasiswa akhir imu Psikologi Univ. Brawijaya. Saya sedang melakukan penelitian online tentang analisa pengaruh bentuk kaki terhadap karakter dan kesehatan wanita. Saya hanya butuh foto kakinya adek. Mohon bantuan dan responnya ya , bantuan adek sangat berarti bagi saya. Terima kasih"
10-Jun-20,"Pemprov Dki Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako Di Dki","Pemprov DKI Tunaikan Janji Bansos, Netizen Tagih Janji Ganjar Bagi Sembako di DKI Sejak April 2020 Gubernur Jawa Tengah dengan jumawanya berjanji memberikan bantuan kepada warga Jawa Tengah yang berdomisili di DKI Jakarta. Sebagai politisi ini tentu menguntungkan citranya, namun buat apa masih ngotot pencitraan di tengah situasi pandemi?"
1-Jun-20,Polisi Benarkan Ada Upaya Dari Fpi Dalam Penyebar Kaos & Atribut Pki,"Polisi Benarkan Ada Upaya dari FPI dalam Penyebar Kaos & Atribut PKI, Nahtidak salah sangkaan banyak orang bw FPI pelaku penyebaran atribut PKI, MALING TERIAK MALING SEMBUNYI DIBALIK DINDING,"
20-May-20,"Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!","Puan: Jika Negara Ingin Maju Dan Berkembang, Pendidikan Agama Islam Harus Di Hapus!"
1-May-20,Bungkus Nasi Dengan Foto Jokowi Dan Bertuliskan Nasi Kodok,Sampah tetap lah sampah meskipun berada di istana
24-Apr-20,Gubernur Sumut Instruksikan Seluruh Masjid Buka Pintu Selapang Lapangnya Untuk Orang Ibadah,"Gubernur SUMUT instruksikan Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadahjangan kosongkan masjid. klw perlu ajak dzikir bersama-sama.Hidup dan mati itu kehendak AllahMati sedang shlat, mati sedang berdzikir, mati sedang ibadah lebih baik ketimbang mati mengurung diri tanpa ibadah -Edi Rahmayadi (Gubernur Sumatera Utara) -"
17-Apr-20,Hati2 Alat Ini Sdh Di Setting Suhu 36-37Degc Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita,WASPADALAH:Hati2 Alat Ini Sdh Di Setting Suhu 36-37C Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita
6-Apr-20,Video Donald Trump Di Ruqyah Sebab Sudah Stress Menghadapi Covid 19,Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19 n semoga dapat hidayah Allah SWT. Aamiin YRA.
4-Apr-20,Pak Jokowi Yang Nyuruh Orang Tidak Sholat Jumat,"CUMAN GARA VIRUS CORONA,Kok Sholat Jumat Ditiadakan sih,Pemerintah Macam Apa Kau ini Pak Jokowi Alias (Dajjal), KIAMAT Akan Datang Bila Tempat Suci Allah Tidak Ada Penghuni,Tidak Ada Yg Beribadah DiMasjid,Kok Malah Pak Jokowi Alias (Dajjal) Yang Nyuruh Orang Tidak Sholat Jumat :v"
20-Feb-20,Ashraf Sinclair Meninggal Kemungkinan Karena Gerd Yang Menekan Jantung Hingga Tidak Berfungsi,"Suami BCL katanya meninggal karena serangan jantung, dalam usia 40 tahun. Ada teman dokter yang bilang kemungkinan karene GERD yang menekan jantung hingga tidak berfungsi."
19-Nov-19,"Bintang Sepakbola Dunia Menutup Sebelah Matanya Sebagai Dukungan Atas Penembakan Pada Wartawan Foto Palestina, Muath Amarneh","Muath Amarneh (kanan bawah), wartawan foto Palestina ditembak mata kirinya oleh tentara Israel. *Para bintang sepakbola dunia menutup sebelah matanya sebagai dukungan atas perjuangannya (*Amiin)"
11-Nov-19,Parlemen Denmark Menyetujui Penggunaan Cadar,"Info dibawah:
 Seorang polisi Denmark,
 menyampaikan kepada seorang wanita yg bercadar, bhw:
 Parlemen telah memutuskan utk menyutujui penggunaan cadar/niqab bagi warga muslimah di negara Denmark."
22-Oct-19,"Prabowo: Saya Terima Jabatan Menteri Pertahan, Dengan Syarat Pemerintah Pulangkan Hrs","Saya sudah sampaikan keputusan kami dari Gerindra apabila diminta kami siap membantu dan hari ini resmi diminta, dengan syarat Habib Rizieq dipulangkan ke tanah air tanpa syarat, tanpa ada hukum yang mengikatnya, semua ini demi kebaikan NKRI khusunya umat islam yang memang dimana sudah merindukan beliau, ujar Prabowo saat ditanyai wartawan."
28-Sep-19,Amanat Tap Mpr Ri No. 6 Tahun 2000 Presiden Tak Dipercaya Rakyat Wajib Mundur,Seorang Pemimpin Bila Sudah Tidak Dikehendaki Oleh Rakyat Harus MUNDUR Tanpa Harus Menunggu Proses HUKUM
6-Sep-19,Selebaran Dpo Provokator Kerusuhan Veronica Koman Oleh Polda Metro Jaya,Provokator DPO
5-Jul-19,Jokowi Dikatakan Seperti Anak Kecil Dan Bodoh Oleh Media Luar,"JOKOWI DIKATAKAN SEPERTI ANAK KECIL DAN BODOH OLEH MEDIA LUAR

INDONESIA KEHILANGAN KEHORMATAN?"
6-May-19,Cuci Bersih Kurma Karena Mengandung Virus Corona Yang Berasal Dari Kelelawar,"Untuk Kawan2 ku tersayang 
Atas anjuran para Dokter, Menteri Kesehatan di Timur Tengah,"
7-Apr-19,Peresmian Patung Yesus Memberkati Oleh Jokowi,Berita Peresmian Patung Yesus Memberkati oleh Jokowi pada 23 Desember ini sengaja disembunyikan oleh media utk menjaga elektabilitas
12-Mar-19,Video Prabowo Subianto Nabok Tangan Pendukungnya Sendiri,"Habis lihat video Pakde Jokowi yang bercengkerama dengan rakyat kecil, selfie dengan mereka, memeluk mereka, dekat dengan mereka."
4-Mar-19,Ustadz Yusuf Mansur Katakan Sebutan Kafir Adalah Sebuah Hinaan Dan Bisa Dipidanakan!,"Ustadz Yusuf Mansur: Sebutan Kafir Adalah Sebuah Hinaan, Bisa Dipidanakan!"
21-Jan-19,Menko Luhut Cium Kaki Prabowo Jika Terpilih Jadi Presiden,"Prabowo bilang utang kita banyak saya, Luhut Binsar Panjaitan, kalau dia bisa jadi presiden, saya cium kakinya, tetapi kalau Jokowi terpilih kembali, kau cium kaki saya"
15-Jan-19,Kapal Tenggelam Di Danau Toba,"DANAU TOBA BERDUKA
INNALILLAHI WA INNAILLAHI ROJIUN
Buat rekan2 mari sama sama kita berdoa : baru tenggelam kapal jurusan tiga ras simanindo. muatan penumpang 183 orang. sepeda motor 40. info yang selamat baru 3 orang. kejadian baru aja. semoga semua korban selamat. Aamiin"
24-Oct-18,Tulisan Kh Bisri Musthofa Dibalik. Kikir Dan Pelitnya Pemerintah Saudi Arabia Terhadap Pemerintah Indonesia,"DIBALIK KIKIR DAN PELITNYA
PEMERINTAH SAUDI ARABIA
TERHADAP PEMERINTAH INDONESIA"
21-Mar-18,Polresta Samarinda Adakan Acara Nikah Massal Gratis,"Kasubbag Humas Kapolresta Samarinda, Ipda Danovan mengatakan, kabar tersebut tidak benar alias hoaks. Itu tidak benar, Polresta Samarinda tidak ada mengadakan kegiatan seperti yang tertera di postingan itu, tegasnya."
22-Feb-18,Ustad Di Bekasi Diserang Oknum Yang Menggunakan Atribut Pki,"Izin melaporkan
 Assalamualaikum.
 Mohon kita waspada bahaya PKI Sudah sampai ke daerah kita.
 Informasi dari istri Saya
 Kejadian siang ini di kampung gudang RT 01/02 kel. Karang satria kec. Tambun utara.
 Korban ustadz Ridwan Syakir.
 Beliau sedang sakit kedatangan 2 tamu yg tak di kenal, namun bbrp lama kemudian beliau di boyong paksa oleh 2 orang td, tapi istrinya langsung triak gak lama kemudian tetangga langsung menghajar mereka,sekarang pelaku di amankan di BKPM karang satria.
 Dua orang tadi bawa tas dan di dalam tasnya ada crulit dan golok dan nama2 ustadz yg akan menjadi sasaran mereka
 InsyaAllah kita semua dlm perlidungan Allah SWT."
26-Oct-17,Hati-Hati Dengan Grab Avanza B 6217 Uwh,"Bapak2 & ibu2. Klo dapet Grab *Avanza B 6217 UWH*. hati-2 ya, soalnya setiap yang abis pesen sama dia langsung diincer rumahnya. Mo di rampok. Jd Langsung cancell aja kalo dapet dia yaa.
Hati-2, sampein ke yg lain, dia lagi dicari pihak Grab Indonesia karena banyak yg ngelaporin soal dia."
12-Feb-17,"Bocoran Nama-Nama Penerima Gratifikasi Proyek Ektp, Terdapat Nama Ahok",Beredar nama-nama anggota DPR-RI Penerima Dana Milyaran Fee E KTP. Ada nama Ahok (Basuki Tjahja Purnama) Menkumham (Yasona Laoly) Gub Jateng dan Gubernur Sulut. Berikut nama-nama yang berasal dari BAP Tersangka Irman (mantan dirjen Disdukcapil Depdagri)
30-Oct-16,Penculik Anak Dengan Mukena Pink Dan Pura-Pura Gila,Sekedar info buat warga depok ini salah satu pelaku penculikan yang tertangkap tadi sore di daerah kampung benda cipayung depok. modusnya pura-pura gila menggunakan mukena.komplotan udah menyebar di daerah jembatan serong rawa denok bulak rambutan.
9-Jul-16,Meninggalnya Husni Kamil Manik Dikaitkan Dengan Kecurangan Di Pilpres 2014,"Ketika tujuh langka terakhir meninggalkan kuburannya, maka sang Malaikat akan bertanya pada Husni Kamil Manik (HKM)."
16-Feb-16,Bir Berbahasa Arab Di Jakarta,"Sebelum situs-situs penyebar konten sampah ngepost yang beginian, nih ada bahan buat kalian
 
 Ahok mana Ahok? Jakarta jual Beer dengan tulisan Arab?"
19-Aug-20,Foto Lelaki Menginjak Merah Putih,"Bangsat ini sudah menginjak merah putih,hukuman apa yg pantas bagi bangsat ini"
18-Aug-20,Tegur Dong Satpam Rumah Sakit Masang Bendera Terbalik,Tegur dong satpam rumah sakit masang bendera terbalik
6-Aug-20,"99, 9% Tingkat Kesembuhan Covid Dan Vaksin Dengan Tingkat Efek Merugikan 80%","Its a tough call. Do I risk getting Covid with its 99,9% recovery rate, Or do I get the vaccine with its 80% Adverse Reaction rate, and has killed 5 people so far in the trials? What a predicament"
4-Aug-20,"Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan Sim","Datangi Polresta Bogor, Presiden Jokowi Urus Sendiri Perpanjangan SIM"
13-Jul-20,Gambar Jokowi Ingat Ya ! Ciri Orang Munafik Ada 3.,"INGAT YA ! CIRI ORANG MUNAFIK ADA 31. BILA BERBICARA, DIA BOHONG 2. BILA BERJANJI, DIA INGKAR 3. BILA DIBERI AMANAH, DIA BERKHIANAT #CATAT ITU !"
29-Jun-20,Rekrutmen Pln Group Tingkat Sma/Smk Tahun 2020,Rekrutmen PLN Group Tingkat SMA/SMK Sampai S1 Tahapan Tahun 2020
3-May-20,Foto Lagi Lagi Corona Tka Cina Makasih Banyak Yang Datang Ke Indonesia Trs Bawa Amunisi,"Penyelundupan amunisi jelas lebih tinggi grade-nya daripada narkoba. Sudah level ketahanan negara Semua yakin pelaku nggak sendirian, pasti punya sindikat yang sangat solid. Bukan cuma kelas bandar judi atau ekstasi."
28-Jan-20,Jokowi: Virus Corona Minum Bodrex 5 Menit Langsung Sembuh,"Jokowi: Virus corona minum bodrex 5 menit langsung sembuh,"
28-Jan-20,"Kangkung Mematikan, Pemuda Di Solo Meninggal Karena Lintah Dalam Kangkung","KANGKUNG YANG MEMATIKAN
 
 (Hati2 memasak kangkung).
 
 Diharuskan bila Anda memasak Kangkung, harap belah Batangnya !
 
 Beberapa hari yang lalu, di Klinik yg terkenal di Yogya, semua Dokter kebingungan karena ada seorang Pemuda asal SOLO bernama Rifai yang menderita sakit Perut. Pemuda itu dbawa ke Klinik oleh Ortunya setelah 2 hari menderita DIARE. Sudah bermacam Obat sakit perut yg diberikan kepada Pemuda itu, namun DIARE tidak kunjung sembuh."
7-Jan-20,Kasatlantas Polres Bandara Soekarno-Hatta Beri Bantahan Terkait Kabar Wanita Terjepit Bus Damri,Ibu Hamil terjepit di Shuttle TOD M1 Bandara Soetta. Korban yang tidak diketahui namanya tengah berjalan kaki hendak pulang kerja namun saat di Shuttle korban tidak mengetahui ada mobil Bus lewat dan akhirnya si Ibu hamil tersebut terjepit hingga pingsan. Siapa yang harus bertanggung jawab ini.
4-Jan-20,Video Doa Dari Anak Tak Berdosa Turkistan Timur .,Doa dari anak tak berdosa Turkistan Timur (Muslim Uighur).
17-Dec-19,Cacing Berkembang Di Mata Karena Mengucek Setelah Memegang Kucing/Anjing,"Hati2x bagi yg suka kucing & anjing. Inilah cacing yg hidup dimata, jangan mengucek-ucek mata setelah memegang kucing atau anjing krn kotoran bulu kucing atau anjing bisa meyebabkan cacing berkembang biak dimata. Jangan lupa,cuci tangan setelah memegang kucing atau anjing. Watch this video out! #sharing #careofyoureyes #pets"
15-Nov-19,Case In Muazam Pahang,Kes dimuazam Pahang. Sabjek 1 pembantu rumah indon.baru sebulan kja. Sabjek telah ditangkap jam. 3.00ptg. Mangsa kanak kanak sedang di rawat dihospital.
8-Nov-19,"Video Yang Harus Ditonton, Situasi Sebenarnya Terkait Cedera Andre Gomes","Video yang harus ditonton, situasi sebenarnya terkait cedera Andre Gomes"
30-Sep-19,Viking Persib Club Menegaskan Tidak Terlibat Aksi Demo Reformasi Dikorupsi,"Kami tidak berkaitan sama sekali dengan aksi unjuk rasa yang akan berlangsung di Gedung Sate, dan bisa kami pastikan bahwa berita tersebut adalah hoaks,"
7-Aug-19,Chip Rfid 666 Antikristus,Jangan terima Chip RFID 666 di lengan Anda apapun yang terjadi. Mengapa? Sebab Anda akan dibakar di neraka selama-lamanya dengan api dan belerang
29-May-19,Bos Mayapada Jadi Pembina Brimob Dan Tni,"Perencanaannya: menggerogoti pelan tapi pasti, laksana penyakit kanker."
15-Mar-19,Maklumat Masyayikh Ponpes Lirboyo Dukung Prabowo - Sandi,"MAKLUMAT MASYAYIKH
PONDOK PESANTREN LIRBOYO
KOTA KEDIRI JAWA TIMUR"
12-Mar-19,Innalillahi. Ternyata Presiden Sekarang Sebenarnya Kristen ! Dan Pemerintahan Sekarang Di Kuasai Kristen ! > Pantas Banyak Kebijakannya Yang Anti Islam !,"MOHON DIBACA BAIK BAIK, INI BUKAN FITNAH !
MOHON DIMENGERTI DAN TOLONG DI VIRALKAN BIAR MEREKA YANG TIDAK TAHU TAHU !"
30-Jan-19,Ditemukan Mayat Mengambang Di Duduksampeyan Gresik,Telah di temukan mayat di kc duduk
29-Jan-19,Menari Diatas Penderitaan Rakyat,"Sadis
Tak berprikemanusiaan.
Menari diatas penderitaan rakyat.

Hellow"
30-Oct-18,"Terjadi Penculikan Anak Di Belga Tulungagung, Jawa Timur","Telah terjadi penculikan anak di Belga tulungagung.Alhamdulilah konangan ortune anak. Tpi ortune anak gk sadar /anaknya diculik. Cm ditanya knapa kog mau ikut/dipancet tangannya sama orang lain. Kata si anakrambutne dijambak, tangane ujuk2 gelem dibonceng eiku (e male hora sadar).Hati2 y bund. Anak e podo dijogo. . Ora tego nyawang poto2 seng sadis masalah penculikan anak. Semoga Allah melindungi anak2 kita dari penculikan. . Aamiin"
18-Jul-18,Menpora Halalkan Judi Bola,Sekelas Menteri Sudah Terang-terangan Memperbolehkan Judi Bola
15-May-18,: Viral Foto Bomber Gereja Di Surabaya Masih Hidup,"Bapak yang bom bunuh diri HARI MINGGU di gereja pakai mobil ternyata TIDAK MATI dia lompat dari mobil, benar2 iblisISTRI DAN KE 4 anaknya MATI"
28-Nov-17,Nilai Tukar Rupiah Terhadap Dolar Pernah Rp. 20 Ribu Karena Ulah Kredit Alutsista,"Angka Rupiah Pernah $1 =Rp.20,000 Ulah TNI KRIDIT ALUTSISTA, MODUS PENCURI PEMBOBOL GUDANG SENJATA DI LUAR NEGERI"
20-Nov-17,Pki Dan Cina Sdh Siap Merampas Indonesia.,"PKI DAN CINA SDH SIAP MERAMPAS INDONESIA.
MEREKA BERSUMPAH AKAN MENYEMBELIH KAUM MUSLIMIN
Bismillahirrohmanirohiim.
Lindungi kami Ya Allah.
Ulasan dr sahabat salah satu anggota dewan/parpol (semoga bermanfaat, silahkan disikapi dgn baik) :
( Ini berita dari temen yg dosen di Bandung )
[19/12 19.37] YY: Saya tadi jam 14 diundang rapat koordinasi di kampus pascasarjana dan yg mengundang adalah direktur pascasarjana sekaligus tokoh Jawa Barat"
18-Feb-17,Aoct,"Sebarkan ini lah yg mengheck dan mengganti data di kpud 2017, yg telah mendzolimi pemimpin bapak anies dan bapak uno, harusnya paslon pilihan Allah nomer 3, bapak anies dan bapak Uno, sudah mencapai suara 70% lebih, dan satu putaran kemenangan, tp gara2 hecker laknatullah ini telah mengganti tabulasi data, dalam seragam mereka tertulis AOCT (Ahokers Organitasion Cyber Team). kita muslim hecker lulusan 212 berhasil mengatasinya."
6-Feb-17,"Tangkapan Layar Dari Video Metro Tv Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals","Tangkapan Layar dari Video Metro TV Yang Berjudul 300 Juta Orang Hadiri Kampanye Ahok-Djarot Di Gue 2, Dimeriahkan Band Slank & Iwan Fals"
17-Dec-16,Turis Asing Berkostum Loreng,"wadaw ada turis asing berkostum loreng, kompak lagi Mau ngapain mereka ya?"
8-Nov-16,"Pm Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina Akan Kirim Pasukan Ke Indonesia","PM Cina Peringatkan Indonesia, Jika Tragedi 98 Terulang, Cina akan Kirim Pasukan ke Indonesia"
16-Jul-16,Aparat Dukcapil Bingung Rusun Kapuk Muara Mayoritas Diisi Pendatang Tionghoa Dan Bermobil Mewah,"Sejatinya penghuni rumah susun (rusun) dikhususkan bagi mereka warga asli Jakarta yang memiliki kemampuan ekonomi rendah. Hal itu dikarenakan untuk mendukung beberapa program Pemprov DKI yang berhubungan dengan penataan kota Jakarta, yaitu pelebaran sungai atau pembersihan pemukiman di bawah kolong tol."
2-Dec-15,Prof. Arysio Santos Nyatakan Lokasi Atlantis Terletak Di Indonesia,Buku Atlantis : The Lost Continent Finally Found karangan Prof. Arysio Santos menyatakan bahwa Atlantis itu dulunya ada di Indonesia.
20-Aug-20,Tangkapan Layar Detiknews Menhan Prabowo Subianto Demi Stabilitas Terhadap Pertahanan Negara Memperingkatkan Gatot Nurmantyo Dan Kami Agar Tidak Bikin Kisru Di Nkri,"Entahlah.
 
 Kita tunggu saja sebuah kejutan diakhir cerita
 
 #Politik #Intrik #Strategi"
1-Aug-20,Foto Jokowi Siap Memimpin 3 Periode,"Selamat siang para pejuang NKRI mari kita rapatkan barisan dukung pk.jokowi 3 periode,biar Indonesia tmbh makmur gemah ripah loh jinawi seperti cita2 luhur pendiri bangsa ini.90% rakyat indonesia menginginkan pk.jokowi 3 Periode,agar bisa melanjutkan pembangunan yg sdah dicapai saat ini.Indonesia makin maju dan sukses bersama pk.JokowiAmiiinnn."
2-Jul-20,Istilah Kadrun Berasal Dari Pki,"KADRUN itu dari PKI Barokallahu fiik Habib @husein.baagil . Label KADRUN yang disematkan kepada ummat Islam itu ternyata berasal dari PKI. Di zaman tahun 60an apabila PKI menargetkan salah satu dari para Ulama yg ditargetkan akan dibunuh, mereka menjulukinya dengan istilah KADRUN atau Kadal Gurun. Di zaman kita sekarang, istilah KADRUN mulai diperdengarkan kembali untuk mengejek ummat Islam, entah mereka itu memang berideologi komunis atau hanya sebatas kebencian terhadap gerakan ummat Islam. Wallahu Alam Bishowab. Semoga kita semua dilindunggi oleh Allah dari fitnah dan bahaya PKI,"
25-Jun-20,"Ruang Perawatan Covid Di Riau Penuh, Warga Wajib Di Rumah Selama Dua Minggu","jadi pesen dr indra yovi Sp.P jagalah keluarga kalian di rumah. karena sekarang kasusnya lebih berbahaya dan lebih banyak pada saat psbb dulu. inert immunity. siapa kuat daya tahan tubuhnya dya yg menang. jgn keluar rumah, jgn shalat dimasjid dulu, jgn ke sekolah, tetap stay at home Pekanbaru masuk zona Merah. hari ini 29 org positif covid. 1 org meninggal Ruang rawat covid 19 di rsud sudah penuh. icu pinere covid 19 jg penuh."
2-Jun-20,Video Tni Sdah Mlai Turun Mnjaga Ruslan Buton,TNI sdah mlai turun mnjaga ruslan buton
1-Jun-20,Dwayne Johnson The Rock Bagikan Uang Bantuan Corona Kepada 10.000 Pengguna Facebook,"MY NAME DWAYNE JOHNSON BECAUSE BRONZE CORONA VIRUS I WANT TO HELP 10,000 FACEBOOK FIRST USER MEMBERS  Tell me, how much money do you need now? Choose the first letter of your name and you will receive a gift of your choice."
8-May-20,Arab Saudi Mulai Tadi Malam Buka Lockdown,"Bintang tsurayya sudah keluar, berarti penyakit sirna, orang2 di mekah bergembira Allahuakbar. Arab Saudi mulai tadi malam buka lockdown, semoga hal ini bisa berimbas pada negara2 lain, termasuk indonesiaAamiin"
29-Apr-20,"Sby Siap Kembalikan Dana Bank Century Rp6,7 Triliun Untuk Bantu Covid-19","MANTAP Siap kembalikan dana Bank Century 6,7T untuk bantu Covid 19,"
17-Mar-20,"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi","mengonsumsi pisang sehari, membuat virus corona pergi"
30-Jan-20,Corona Virus Sudah Ada Di Rs. Bhayangkara Indramayu,"Yg bilang hoax mana suaranya ?
 Corona virus sudah ada di RS. Bhayangkara untuk Dokter jaga mohon Rawat pasien yg menderita. Info dari teman"
14-Nov-19,Di Rusia Juga Ada Yang Bersholawat,"Di Rusia jg ada yg bersholawat,"
2-Nov-19,Shameful Acts Of The Extremist Hindus With The Students #Indiabloodyterrorist,"The shameful acts of the extremist Hindus with the students of the university, who will raise their voice for these sisters if we dont raise it. 
 Share the video so much that the world can know the real face of India that India is a terrorist country
 #IndiaBloodyTerroris"
12-Sep-19,Pesilat Pagar Nusa Purbalingga Meninggal Karena Atraksi Pemecahan Batu Bata Di Atas Kepala Menggunakan Palu,Akhirnya meninggal saudara membuktikan bahwa kepala fungsinya buat mikir bukan utk dipalu nyalahi kodrat (Pagarnusa Indonesia Kabupaten Purbalingga).
13-Aug-19,Penjelasan Menteri Agama Terkait Kabar Mina Banjir Dan Tidak Kondusif,Mina alhamdulillah aman terkendali. Kemarin memang sempat hujan deras
