tanggal,judul,narasi
4-Jul-18,": Kemenhub Mengklarifikasi Kapal Feri Lestari Maju Sengaja Dikandaskan, Bukan Tenggelam",Lestari Maju sengaja dikandaskan
8-Jun-18,Klarifikasi Djarot Atas Informasi Yang Sebut Dirinya Menyuap Sejumlah Kepala Desa Di Kabupaten Asahan,"Breaking News Sejumlah Relawan Eramas Melaporkan bahwa Djarot tertangkap tangan tengah menyuap Kades2 di Asahan,tepatnya diacara rapat ketua2 Apdesi Simpang Kawat Asahan.saat ini tim investigasi tengah mengumpulkan bukti2 untuk diteruskan keranah hukum. DJAROT SEMPAT DILARIKAN KE KANTOR POLISI DAN BAWASLU NAMUN DILEPAS,BEBERAPA bukti TERMASUK KETERANGAN WARGA YNG MELIHAT sdh SEBAHAGIAN didapat,termasuk sobekan kertas pengikat uang dari bank berjumlah rp 10 juta rupiah beberapa lembar yang tercecer dilantai pertemuan.mohon doa agar kasus ini terbuka lebar kemata publik guna menyelamatkan Sumut dari tangan2 kotor yang dengan hasrat politik yang membabi buta"
7-Jan-18,Hingga Hari Ini Masih Banyak Yang Menghubungi Rumah Lansia Atmabrata,"Tidak masuk akal.
Jika ada barita tidak masuk akal, jangan diteruskan atau disebarkan karena pasti akan menimbulkan gejolak
Pikirkan orang lain, perasaan orang lain,
Keadaan orang lain.
Anda mungkin bisa diam dan bilang,tidak tahu, saya hanya meneruskan atau bodo amat bukan urusan gue olokmu gue sebarkan aja. "
1-Nov-17,Semua Pertanyaan Anda Soal Registrasi Sim Card Terjawab,Semua Pertanyaan Anda Soal Registrasi SIM Card Terjawab
12-Agu-18,Satelit Merah Putih Milik Telkom Indonesia Resmi Diluncurkan Spacex,"Menteri BUMN RI Rini M. Soemarno dan Direktur Utama PT Telkom Indonesia (Persero) Tbk (Telkom) Alex J. Sinaga meninjau langsung Satelit Merah Putih di SpaceX, Cape Canaveral Air Force Station, Florida, pekan lalu, Selasa (24/7)."
01-Agu-18,Projo Bantah Lakukan Penghadangan Terhadap Neno Warisman,"Janganlah melemparkan tuduhan palsu, fitnah, dan hoax, kata Ketua Umum Projo, Budi Arie Setiadi, Selasa (31/7)."
16-Apr-18,Aji Pontianak Gelar Pelatihan Anti Hoaks Di Rri,"Aliansi Jurnalis Independen Pontianak bekerjasama dengan Google News 
Intiative dan Internews menggelar kegiatan Workshop Hoax Busting and 
Digital Hygiene bagi mahasiswa dan masyarakat umum yang dilaksanakan di 
Aula LPP RRI Pontianak, Jumat (13/4/2018)."
4-Mar-18,Tersangka Muslim Cyber Army Diduga Ahokers,"Irwan menerangkan bahwa seluruh akun milik Lutfi yang diduga digunakan untuk penyebaran berita bohong (hoax) maupun konten berisikan ujaran kebencian telah disita seluruhnya oleh penyidik. Dari yang berhasil diamankan tidak ada akun atas nama @Cak_Luth. Semua akun Lutfi kita sudah sita, berarti ada orang mengatasnamakan Lutfi berarti  imbuh Irwan."
29-May-17,Pemukulan Imam Salat Tarawih Oleh Polisi,"Beredar postingan yang berisi klaim terkait adanya kasus pemukulan Imam Salat Tarawih M Nabis Batubara (65), oleh oknum polisi Polres Padang Sidempuan yang disebutkan oleh pemosting tersebut terjadi pada hari Sabtu tanggal 28 Mei 2017 malam."
1-Feb-20,Apa Itu Coronavirus Dan Seberapa Khawatir Kita Seharusnya?,"Apa saja gejala yang disebabkan oleh virus dari Wuhan di Cina, bagaimana penularannya dari satu orang ke orang lain, dan pada titik apa Anda harus pergi ke dokter?"
14-Feb-19,Penjelasan Terkait Informasi Mobil Berstiker Prabowo-Sandi Tidak Boleh Masuk Kebun Raya Bogor,Beredar Broadscast via WhatsApp > Mobil yg ada stiker Prabowo / 02 Tidak diperbolehkan masuk Kebun raya Bogor Benar atau Hoax ? cc @jabarsaberhoaks @TurnBackHoax
12-Agu-18,Charta Politika Tidak Pernah Melakukan Survei Nasional Dengan Simulasi Jokowi - Kh. Maruf Amin Dan Prabowo Subianto - Sandiaga Uno,Adapun data / gambar mengenai hasil Survei Nasional mengatasnamakan Charta Politika yang beredar di beberapa WhatsApp Group adalah HOAX dan kami akan memproses secara hukum
20-Jul-18,Polri Bantah Kerahkan Sniper Untuk Menjaga Veneu Asian Games,penembak jitu atau sniper untuk menjaga keamanan venue atau arena Asian Games 2018.
18-Jun-18,Teknik Penyebaran Hoax Dengan Ancaman,Awas Hoax! Kabar Tipuan yang Mematikan
22-Dec-17,"Posting Baliho Hoax Soal Pdip, Seorang Ibu Ditangkap Polisi",Seorang ibu rumah tangga berinisial Rin (37) ditangkap tim Subdit Cyber Ditreskrimsus Polda Metro Jaya. Rin ditangkap karena menyebarkan hoax foto baliho yang menyudutkan PDIP
17-Aug-17,Yenny Wahid : Pbnu Gagal Paham Terhadap Kebijakan Pemerintah Lima Hari Sekolah,"SABILILLH.net ~ Jakarta  Direktur Wahid Foundation, Yenny Wahid bersama pegiat pedidikan Najeela Shihab pada hari Selasa 15 Agustus 2017 mendatangi Kantor Kemendikbud. Kedatangan mereka hendak menemui Menteri Pendidikan dan Kebudayaan Muhajir Effendy. Kepentingannya untuk tabayun terhadap kebijakan pemerintah yang sedang banyak mendapat perhatian publik, yaitu Lima Hari Sekolah (LHS)."
5-Apr-20,Pasien Positif Covid -19 Di Rst Latumeten Ambon Masih Dalam Perawatan,"Pasien positif Covid -19 di RST Latumeten Ambon, yang diberitakan meninggal dunia ternyata tidak benar. Ketua Gugus Tugas Percepatan Penanganan Covid-19 Provinsi Maluku, Kasrul Selang menyatakan bahwa berita meninggalnya pasien itu adalah hoaks."
5-Sep-19,"Soal Wisata Halal Danau Toba, Gubernur Sumut: Itu Hoaks Sangat Jelek",Jangan pernah percaya dengan hasutan dan fitnah
8-Feb-19,Klarifikasi Ridwan Kamil Terkait Tudingan Bermain Dua Kaki,BEREDAR FOTO dengan gesture finger heart ala korea dengan pesan mengadu domba seperti itu
23-Oct-18,"Klarifikasi Ainun Baharuddin Terkait Meme Yang Bertuliskan Tusuk Ka, Kalau Amuki Enak","Itu real bukan dari saya. Saya berani bersumpah demi Allah, saya tidak pernah buat slogan dengan kata-kata kurang ajar seperti itu."
24-Mar-18,Years Of Living Dangerously: Last Stand,Jejak digital memang kejam and Its not funny. Its not funny kata Indiana Jones kepada eks-Menhut. #MelawanLupa
16-Nov-17,Eksperimen: Mengupas Hoax Potongan Kanker Yang Menjauhi Bawang Putih,"Eksperimen: Mengupas Hoax Potongan Kanker yang Menjauhi Bawang Putih

"
4-Feb-18,Kerabat Sebut Zaadit Taqwa Alami Gangguan Jiwa Sejak Jokowi Terpilih Menjadi Presiden,"Kerabat Sebut Zaadit Taqwa Alami Gangguan Jiwa Sejak Jokowi Terpilih Menjadi Presiden
 Syedihhh"
24-Apr-19,Klarifikasi Terkait Perbedaan Hasil Situng Kpu Ketika Dipindahkan Dalam Bentuk Microsoft Excel,"Hasilnya, persentase yang ditemukan kumparan sama dengan KPU, yakni Jokowi-Maruf berada di angka 54,992394 persen atau dibulatkan 54,99 persen, dan Prabowo-Sandi sebesar 45,007606% atau dibulatkan sebesar 45,00 persen. Perolehan suara ini sama dengan hasil sementara yang diperlihatkan website resmi KPU. Data ini diambil pada 22 April 2019. Uji coba klaim data di Situng KPU terbalik juga sudah dilakukan oleh beberapa orang, salah satunya akun di bawah ini. Kesimpulannya, sesuai dengan data KPU"
20-Sep-18,Klarifikasi Video Tka China Mengukur Tanah,Bagaimana kalau tiba2 di kampung anda tinggal di ukur2 oleh warga China yg tdk bisa berbahasa Indonesia?
8-Jun-18,Klarifikasi Badan Kepegawaian Negara Terkait Tersebarnya Surat Pengangkatan Cpns Palembang,"Surat keputusan tersebut palsu dan secara ilegal telah mencatut nama BKN sebagai institusi pelaksana penyelenggaraan seleksi CPNS nasional,"
4-May-18,Pt. Dirgantara Indonesia Tak Dijual Ke Pihak Asing,"Pemberitaan mengenai PT Dirgantara Indonesia (Persero) dijual ke pihak asing, kami nyatakan HOAX. Berita ini adalah berita bohong yang berulang dari tahun 2017 lalu"
2-Jan-18,: Hati-Hati Modus Baru Phising Akun Facebook,Hati-hati Modus Baru Phising Akun Facebook
23-Nov-17,Bus Transjakarta Nyangkut Akibat Perintah,Bus Transjakarta Nyangkut Akibat Perintah
18-May-17,: Bin Keluarkan Surat Edaran Larang Bercelana Cingkrang Dan Berjenggot Bagi Karyawannya,BIN Keluarkan Surat Edaran Larang Bercelana Cingkrang dan Berjenggot Bagi Karyawannya
14-May-17,Para Santri Solo Pawai Obor Untuk Lawan Yg Pawai Lilin! Allahu Akbar!,"Pawai obor untuk Lawan Pawai Lilin, Sedang Berlangsung Para Santri Solo Pawai Obor untuk lawan yg pawai lilin! ALLAHU AKBAR!"
4-Feb-17,: Foto Makan Bersama Sby Dengan Gnpf Mui,Foto Makan Bersama SBY dengan GNPF MUI
24-Apr-19,Video Petugas Kpps Coblosi Kertas Suara Di Halmahera Tengah Beredar,Ampunilah semua Komisioner @KPU_ID Ya Allah
26-Sep-18,Klarifikasi Terkait Pesta Budaya Tabuik Yang Disebut Beraliran Syiah,"Berhati-hatilah.
 Tradisi Tabuik Di Pariaman adalah Tradisi SYIAH.
 Mari kita jangan berbaur didalamnya, agar tidak menjadi bagian dari dosa besar kepada ALLAH Subhanahu Wa Ta`ala, dengan ikut serta menghadiri/meramaikan acara Tabuik di Pariaman yang merupakan tradisi Syiah, tetapi dijadikan adat-istiadat turun temurun."
5-May-18,"Xiami, Jualan Hp Atau Komunisme","Xiaomi mulai menerapkan faham Komunis, dengan mengharamkan keuntungan diatas 5% untuk penjualan ponselnya."
4-Jan-18,"Pernyataan Kepala Bssn Soal #Hoaxmembangun, Dari Maaf Hingga Bangga","Kalau itu dianggap suatu kesalahan, ya saya meminta maaf. Tapi niat saya nggak begitu sebenarnya"
2-Nov-17,"Ya Ampun, Pak Jokowi Difitnah Lagi","Ya Ampun, Pak Jokowi Difitnah Lagi"
12-Mar-16,: Waspada! Es Teh Campur Limbah Di Monas,WASPADA! Es Teh Campur Limbah di Monas
11-Jan-19,"Viral Foto Tebing Uluwatu Bali Retak, Pihak Pengelola Berikan Klarifikasi","Manajer Pengelola Objek Wisata Kawasan Luar Pura Uluwatu, I Wayan Wijana: Kami lihat sendiri di lapangan. Kondisi sebenarnya tidak sesuai dengan apa yang terlihat di foto yang viral itu,"
3-Dec-18,Penjelasan Polresta Surabaya Dan Ketua Front Mahasiswa Nasional  Surabaya Terkait Informasi 2 Mahasiswa Non-Papua Yang Hilang Pasca Penggerebekan,"Dua kawan kami, Arifin (@soloberlawan_) dan Fachri (FMN) hilang setelah penggrebekan dan penangkapan yang dilakukan oleh aparat kepolisian Surabaya di asrama Papua Surabaya.
Saat penangkapan di Asrama Mahasiswa Papua semalam, 2 orang non-Papua atas nama Fahri & Arifin bersolidaritas dikabarkan HILANG. Seorang saksi mengatakan saat polisi datang, mereka diseret dan dipisahkan dari barisan mahasiswa Papua, serta tak ada kabar hingga saat ini.
#PembebasanNasional"
19-Mar-18,Parlemen Singapura Belajar Antihoaks Kepada Indonesia,"Parlemen Singapura Belajar Antihoaks kepada Indonesia
  28 Februari 2018 12:20 WIB
 
 Ilustrasi/Metrotvnews.com-M Rizal
 
 Jakarta: Kedutaan Besar Singapura untuk Indonesia meminta masukan kepada Masyarakat Antifitnah Indonesia (Mafindo) bagaimana cara menghentikan penyebaran hoaks atau berita bohong. Singapura mulai resah dengan penyebaran hoaks."
17-Feb-18,Sebar Kabar Palsu Pakai Nama Muhammadiyah,Sebar Kabar Palsu Pakai Nama Muhammadiyah
16-Apr-16,: Pembelian Lahan Sumber Waras Dibayar Secara Tunai,Pembelian Lahan Sumber Waras Dibayar Secara Tunai
18-Jun-19,Spp Sma/Smk Gratis Jawa Timur,program ibunda gubernur jawa Timur. pembebasan spp
14-Mar-18,"Diserang Netizen Karena Dituding Sebar Berita Hoax, Arie Untung Hapus Postingannya","Diserang Netizen Karena Dituding Sebar Berita Hoax, Arie Untung Hapus Postingannya"
22-Feb-18,Bahrun Mantan Fpi Yang Pindah Ke Banser Nu Foto Bersama Ahok,Ternyata yg ngaku2 mantan fpi itu Cebong Ahoker. Ngoahahaha
18-Jan-18,"Zara Zettira : Semua Pemilik Akses Ke Sistem It Kpu, Legal Atau Ilegal, Akan Sangat Mempengaruhi Siapa Yang Akan Terpilih Menjadi Presiden Ri 2014",Hasil perhitungan yang sah adalah yang hitung manual. Bukan dari sistem IT.
16-Oct-17,Formulir Pelaporan Kelahiran Wni Tanpa Kolom Agama Beredar Di Media Sosial,Hebat ah Formulir pelaporan kelahiran sudah tidak menggunakan kolom Agama
25-Jan-17,Uang Jaman Ir.Soekarno Bertuliskan Lafadz Allah,"Buat kalian yang suka bicara ini indonesia bukan arab.
 Buat kalian yang suka bicara jadilah islam indonesia bukan islam arab.
 Buat kalian yang anti arab.
 Uang jaman Ir.Soekarno bertuliskan lafadz ALLAH dan bertuliskan bahasa Arab. Berarti dari jaman dulu Indonesia Islam dan arab tidak bisa dipisahkan dari bumi NKRI.diIbaratkan Indonesia dan Arab bagaikan warna merah dan putih yg bersatu menjadi DWI TUNGGAL.dan melebur dalam satu ikatan NKRI."
20-Aug-19,Bangunan Yang Terbakar Di Polda Metro Jaya Bukan Gudang Peluru,"Di situ ada gudang nggak dipakai, gudang itu di bawah tanah. Itu isinya ada tempat magazine zaman dulu tahun 50 an yang terbuat dari terpal masih ada di sana, masih disimpan di sana. Kemudian, juga ada sangkur zaman dulu yang sudah tidak dipakai lagi. Jadi, barang seperti itu yang tidak dipakai,"
17-Jul-18,Parasetamol Tidak Mengandung Virus Machupo,Parasetamol P-500 mengandung virus Machupo
24-Apr-18,Pengadaan Tas Sembako Jokowi Rp 3 Miliar Sudah Ada Sejak Presiden Terdahulu,"Wow, Terkuak Pengadaan Sembako Bantuan Presiden Pakai Dana APBN Senilai 12 Miliar Lebih!
 Sebelumnya terbongkar pengadaan TAS sembako sedot dana APBN 3 Miliar
 Padahal, Bawaslu sudah memperingatkan Jokowi untuk hentikan kegiatan bagi-bagi sembako."
14-Mar-17,Penggerebekan Wn China/Taiwan,"Up date!
 Selasa 14 Maret 2017 Penggerebekan Narkoba 1.3 Ton terhadap 62 org China laki2 dan perempuan di perumahan PIK (Pantai Indah Kapuk) Jakarta Utara, penggerebekan di lakukan oleh Aparat kepolisian, TNI, LSM dan Masyarakat,"
9-Mar-17,Foto Putri Raja Salman Mengenakan Pakaian Adat Bali,Foto Putri Raja Salman Mengenakan Pakaian Adat Bali
30-Sep-16,"Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung Kpk, Balai Kota, Dan Sekitar Istana","Tidak Ada Media Yang Meliput Demo Buruh Di Depan Gedung KPK, Balai Kota, dan Sekitar Istana"
4-Jul-16,Pernyataan Ketua Mui Terkait Pelarangan Takbiran Keliling,"Pemberitaan di Islamedia mengatakan kalau KH Maruf Amin, Ketua Majeslis Ulama Indonesia (MUI), memprotes pelarangan takbiran keliling di Indonesia, khususnya di DKI Jakarta."
31-Agu-18,Diteriakkan Nama Prabowo,Kok yang diteriakkan nama Prabowo!
15-Mar-18,Dengan Air Mata Pm Kanada Menyambut Pengungsi Dari Suriah |  With Tears Pm Of Canada Welcomed The Refugees From Syria,"Dengan air mata pm kanada menyambut pengungsi dari Suriah. Dia mengirim pesawat ke Suriah untuk membawa orang-orang Suriah. Dia berkata kepada mereka ini adalah rumah anda. 25000 pengungsi Suriah telah dibawa ke kanada sampai sekarang. Mereka semua telah diberi status penduduk permanen Kanada.
 Dia adalah kebanggan dunia!
 Dia adalah pahlawan besar saat ini."
3-Jan-18,"Besok, Mesin Sensor Milik Kemkominfo Mulai Berburu",Kementerian Komunikasi dan Informatika (Kemkominfo) bakal mulai aktif memburu konten negatif di dunia maya. 
18-Feb-17,Modus Kejahatan Menguras Rekening Bank Melalui Penukaran Sim Card Ponsel,"Modus kejahatan kian berkembang. Di era digital saat ini, ada modus kejahatan terbaru yaitu pembobolan rekening memanfaatkan nomor ponsel dengan cara mengganti kartu SIM asli ke operator penyedia layanan selular terkait. Modus ini disebut dengan SIM Swap, yaitu pengambilalihan nomor ponsel seseorang sebagai sarana bagi pelaku kejahatan unt"
19-Nov-16,4 Mahasiswa Hanya Butuh 36 Jam Atasi Hoax Di Facebook,"Sebenarnya, sesusah apa memberantas berita hoax tersebut?
 Agaknya empat mahasiswa yang mengikuti program hackaton di Princeton University, AS, menganggapnya relatif mudah. Mereka cuma butuh waktu 36 jam untuk menggodok sebuah proyek bernama FiB: stop living a lie."
21-Mar-20,Update Status Wna Yang Meninggal Di Atas Motor Positif Covid-19,"Warga negara asing (WNA) yang meninggal di atas motor di Jalan Imam Bojol, Denpasar, Bali, ternyata positif terjangkit virus Corona atau COVID-19."
22-Jan-19,"Muncul Pesan Berantai Akan Terjadi Perang Susulan Ambon Vs Lsm Merah Putih, Pihak Kepolisian Nyatakan Kondisi Lapangan Kondusif","Kabid Humas Polda Metro Jaya, Kombes Pol Argo Yuwono: Hoaks itu. Tidak ada perang atau tawuran seperti yang disebutkan di pesan berantai itu,"
14-Sep-18,Revisi Deskripsi Foto Di Berita Tempo Rumah Tahan Gempa Rp 15 Juta Mulai Berdiri Di Lombok Utara,Tempo bertahan dengan berita hoax untuk menyanjung junjungannya.
7-Jun-18,"Dituduh Punya Hubungan Spesial Dengan Ahok, Grace Natalie Beri Klarifikasi","FITNAH INI MENGGELIKAN, TAPI TIDAK BISA DIDIAMKAN
Hhhhhhh. Susah sekali untuk perempuan berkarya dalam dunia politik dan mencoba melakukan gebrakan di ruang publik.
Selama sehari terakhir saya kebanjiran pesan dari kolega. Mereka bertanya-tanya tentang apa yang mereka lihat di media sosial.
Yang pertama, mereka melihat kolase foto-foto saya. Masalahnya di antara
 foto-foto itu, ada foto saya yang pahanya ke mana-mana atau yang 
mengenakan baju dengan belahan dada sangat rendah. Nama penyebarnya Prof
 tjohkohwie. Saya juga dikirim kolase foto itu
Waduuuh badan saya gak sebagus itu juga kali  Lagipula itu editan juga memprihatinkan. kepala sama badan gak nempel kayak naga terbang di sinetron! Hehe.
Belum selesai itu, ada lagi sebuah tweet dari akun Hulk. Ini lebih seram
 lagi. Dalam tweet itu saya digambarkan punya hubungan cinta dengan 
Ahok, sampai ke tempat tidur.
Bahkan, kata si Hulk ini, saya diperkenalkan kepada 9 naga oleh Ahok. 
Sehingga akhirnya 9 Naga menggelontorkan dana buat PSI. Di ujung tweet, 
dia menulis: Info Valid. Waduh, kalau ini valid, ya PSI sudah kaya raya 
dong.
Ini orang kok imajinasinya tanpa batas. Mesum pula!
Rasanya, kali ini kelakuan ini tidak bisa dibiarkan. Saya
laporkan ke polisi saja ya? Apa pendapat bro dan sis semua?"
12-Apr-18,Polres Banjarbaru Bantah Melakukan Pemeriksaan Dan Pengamanan Terhadap Pedagang Pentol Berbahan Daging Kucing,"Hoax. Tidak ada mengamankan apalagi melakukan pemeriksaan. Diharapkan kepada masyarakat Banjarbaru yang bijak dalam menyikapi kabar, cek ricek agar benar faktanya. Bijaklah dalam menggunakan media sosial. Kami anti Hoaks"
7-Jan-17,Hoax Untuk Memuji Jokowi Akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik Dari Media Bloomberg,Hoax Untuk Memuji Jokowi akan Dibiarkan Saja Terkait Pemberitaan Jokowi Pemimpin Terbaik dari Media Bloomberg
5-Aug-20,"Mafindo Jombang: The Fact Talk Sakit, Tapi Takut Ke Layanan Kesehatan? Takut Kena Covid-19?",Simak di :
4-May-18,Fpi Tidak Menyebarkan Spanduk Habib Rizieq Dukung Khilafah,"Front Pembela Islam (FPI) membantah telah memasang dan menyebarkan spanduk bergambarkan Imam Besar FPI Habib Rizieq Shihab mendukung khilafah di sejumlah titik Kota Depok, Jawa Barat. Dilansir dari sindonews.com, okezone.com, dan rmol.co, Novel Bamukmin, Anggota FPI, membantah pihaknya telah melakukan pemasangan spanduk tersebut. Iya tidak benar itu dan kami tidak bertanggung jawab atas pemasangan spanduk oleh orang yang tidak bertanggung jawab itu yang ingin memfitnah kami, ujar Novel"
7-Apr-18,Berita Pelabuhan Mewah Yang Diresmikan Jokowi Jadi Pelabuhan Hantu Yang Diturunkan,"WADUH! Berita Menohok Liputan6 Pelabuhan Mewah yang Diresmikan Jokowi Jadi Pelabuhan Hantu, Langsung DI DELETE"
19-Dec-17,: Islam  Anti Hoax,Islam  Anti Hoax
16-Dec-17,"Katanya Ideologinya Pancasila, Memangnya Zina Dan Lgbt Sesuai Dengan Pancasila?","Ini pertanyaan serius, negeri yang mayoritas muslim, kok bisa tidak mempidanakan kumpul kebo alias zina? LGBT pun tidak melanggar hukum
Katanya ideologinya Pancasila, memangnya zina dan LGBT sesuai dengan Pancasila? Katanya Pancasila lahir dari Islam, padahal Islam sendiri tegas dan keras mengharamkan Zina dan LGBT
Kalau Pancasila melegalkan zina dan LGBT berarti pancasila bertentangan dong dengan Islam?
Jika kita anti Zina dan anti LGBT kita dikatain anti Pancasila anti NKRI begitu?
Serius Nanya
Komen yg bisa jawab. "
29-Aug-17,Hoax Politik Dan  Keteladanan Elit,Hoax Politik dan (Minimnya) Keteladanan Elit
4-Aug-20,Kbr: Merebaknya Teori Konspirasi Dan Disinformasi Covid,"Bersama: Septiaji Eko Nugroho (Ketua Presidium MAFINDO), Wiku Adisasmito (Jubir Pemerintah Penanganan Covid-19), Imam Prasodjo (Sosiolog)."
14-Mar-20,Pemkot Depok Batalkan Acara Olahraga #Depokaman,"Semua dibatalkan karena ada memang masukan dari sekeliling kita. Walaupun kita menyatakan tidak ada penyebaran virus di Kota Depok antara Pasien satu, dua dan tiga, tapi untuk kemaslahatan bersama kita batalkan,"
6-Apr-18,Benarkah Menteri Susi Sediakan 20 Bus Untuk Aksi 411 Atau 212?,"Tirto langsung menghubungi Susi dan bertanya benarkah ia menyewakan bus 
untuk rombongan peserta Aksi 212 atau 411 dari Ciamis atau Pangandaran. 
Jawaban Susi singkat dan jelas: Tidak."
17-Feb-18,Yang Berminat Menjadi Anggota Pki Silahkan Daftarkan Diri Anda,"Yang berminat menjadi anggota PKI silahkan daftarkan diri anda
 saat ini jumlah anggota PKI sudah sampai 30.000.000 anggota"
