ID,tanggal,judul,narasi,label
2254,8-May-20,Arab Saudi mulai tadi malam buka lockdown,"Bintang tsurayya sudah keluar, berarti penyakit sirna, orang2 di mekah bergembira Allahuakbar…. Arab Saudi mulai tadi malam buka lockdown, semoga hal ini bisa berimbas pada negara2 lain, termasuk indonesia…Aamiin…",1
2255,29-Apr-20,"SBY Siap Kembalikan Dana Bank Century Rp6,7 Triliun untuk Bantu Covid-19","MANTAP Siap kembalikan dana Bank Century 6,7’T untuk bantu Covid 19,",1
2256,17-Mar-20,"Mengonsumsi Pisang Dalam Sehari, Membuat Virus Corona Pergi","mengonsumsi pisang sehari, membuat virus corona pergi",1
2257,30-Jan-20,Corona virus sudah ada di RS. Bhayangkara Indramayu,"Yg bilang hoax mana suaranya ?
 Corona virus sudah ada di RS. Bhayangkara untuk Dokter jaga mohon Rawat pasien yg menderita. Info dari teman",1
2258,14-Nov-19,Di Rusia Juga Ada Yang Bersholawat,"Di Rusia jg ada yg bersholawat,,",1
2259,2-Nov-19,shameful acts of the extremist Hindus with the students #IndiaBloodyTerrorist,"The shameful acts of the extremist Hindus with the students of the university, who will raise their voice for these sisters if we don’t raise it. 😢😢
 Share the video so much that the world can know the real face of India that India is a terrorist country
 #IndiaBloodyTerroris",1
2260,12-Sep-19,Pesilat Pagar Nusa Purbalingga meninggal karena atraksi pemecahan batu bata di atas kepala menggunakan palu,Akhirnya meninggal saudara”… membuktikan bahwa kepala fungsinya buat mikir… bukan utk dipalu… nyalahi kodrat… (Pagarnusa Indonesia Kabupaten Purbalingga).,1
2261,13-Aug-19,Penjelasan Menteri Agama Terkait Kabar Mina Banjir dan Tidak Kondusif,Mina alhamdulillah aman terkendali. Kemarin memang sempat hujan deras,1
2262,14-Jun-19,China Airlines sudah beroperasi ke Makassar,WOW! China Airlines sudah beroperasi ke Makassar?,1
2263,18-May-19,"Dianggap Lecehkan Guru, Iklan Hago Diprotes","Jadi, itukah yang diinginkan oleh pemerintah kita dalam pembentukan karakter anak-anak kita di sekolah? Sudah di rumahnya sulit dikontrol oleh orangtuanya, ehh … di sekolah sekarang malah didukung bermain games online dan akan masuk kurikulum.",0
2264,20-Jan-19,udeh kronis amat ame 2JARI,"PENTING UNTUK PENGGEMAR BAKSO

* Assalamu’alaikum…, Panjenengan penggemar bakso ? Aman nya yg tidak pakai Borax *
* Ayoo BAKSO, mana ? *",1
2265,28-Nov-18,Dahnil Anzar Dilarang Paspampres Masuk ke Ruangan Muktamar ke-XVII Pemuda Muhammadiyah di UMY Bantul,"Barusan dapat info, Dahnil Anzar dkk (pendukungnya) dilarang Paspampes masuk ke arena Muktamar Pemuda Muhammadiyah di Jogja, yg siang ini dihadiri Jokowi. Ohlala….makin lucu (atau ngawur?) negeri ini. Ada kegiatan, yg punya hajat kok malah dilarang mengikuti acara gara2 tak sekubu dg presiden. Dunia sdh terbolak balik",1
2266,03-Okt-18,Kominfo Tebar Hoax Bahwa Foto FPI Bantu Gempa Palu Adalah Hoax,"Kominfo Tebar Hoax Bahwa Foto FPI Bantu Gempa Palu Adalah Hoax, Kyai Slamet Maarif Paparkan Bukti, Kominfo Akhirnya Bungkam",1
2267,24-Sep-18,Lelang Mobil Mengatasnamakan Ditjen Bea dan Cukai,"Kepala Biro Komunikasi dan Layanan Informasi Kementerian Keuangan (Kemenkeu), Nufransa Wira Sakti menegaskan pesan tersebut adalah hoaks. “Informasi tersebut palsu. Tidak benar,” ujar Nufransa.",1
2268,09-Agu-18,Polda Nusa Tenggara Barat Mengklarifkasi Bahwa Tidak Ada Kejadian Perkosaan Turis Perancis di Gili Trawangan Lombok,Belum lama ini beredar kabar bahwa terjadi kasus pemerkosaan tehadap turis asal Perancis di Gili Trawangan Lombok.,0
2269,16-May-18,Ternyata Mbak Dita Ini Mantan Kristen Menjadi Mualaf,"*Silahkan Tabayyun/Klarifilasi*
 “Nonton ILC duh ngeri…!!”
 Ternyata mbak Dita ini mantan kristen menjadi mualaf, beliau begitu toleransi. [...]
 Bahkan temannya yang menjadi klarifikasi di ILC seorang non muslim mengenal Alm. Mbk Dita ini seorang Toleransi di Sekolah.
 Alm, dijebak menjadi kurir barang ke gereja diupah 10 jt, ternyata yang menyuruh mengintip dari jauh pegang remot control, lalu meledak nauzubillah, ternyata mereka dijebak, teman2 yang kristen malah prihatin & turut berduka atas kematian 1 keluarga.
 Demi kekuasaan mereka tidak pduli nyawa 1 kluarga yang toleransi.
 Dengan tidak mengurangi rasa turut berdukacita kepada seluruh korban, sebelum kita latah menuduh keluarga ini sebagai pelaku pemboman di Surabaya, sebaiknya kita berpikir sejenak.",1
2270,22-Feb-18,Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,Guru Penyebar Hoax Soal Megawati Minta Adzan Ditiadakan Ditangkap,0
2271,19-Sep-17,: Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,Membedah Tulisan Alfian Tanjung yang Berjudul Manuver PKI Membelit Istana,0
2272,2-Jun-17,Telkomsel Memiliki Bukti Percakapan Whatsapp Habib Rizieq dengan Firza Husein,Portal daring seword.com dalam sebuah artikel berjudul “Fix! Data Telkomsel Buktikan Chat Rizieq-Firza Asli” menggiring opini dan meyakinkan publik bahwa Telkomsel memiliki bukti data Bahwa percakapan whatsapp Habib Rizieq dan Firza Husein asli.,0
2273,20-Nov-16,Menyebarkan Hoax Merupakan Tindakan Melanggar Hukum,"Salah satu penyebab marak tersebarnya hoax adalah ketidaktahuan masyarakat bahwa menyebarkan hoax atau berita bohong merupakan tindakan yang melanggar undang-undang. Sebab, dalam undang-undang yang berlaku di Indonesia, penyebar hoax dan hasut merupakan tindakan melawan hukum",0
2274,16-Aug-20,BIN Tetapkan Jakarta Zona Hitam,"ZONA HITAM DKI, MASIH GA PERCAYA COVID ITU ADA",1
2275,21-Jul-20,"Takut Dibunuh, Ahli Virus China Kabur ke AS: Saya Bersaksi Covid-19 Hasil Persekongkolan Jahat","Li-Meng Yan, dokter China yang berspesialisasi dalam virologi dan imunologi di Hong Kong School of Public Health, melarikan diri ke Amerika Serikat (AS) sejak 28 April lalu. Ahli virus ini menuduh pemerintah negaranya menutup-nutupi virus corona baru penyebab Covid-19. Beberapa jam sebelum dia naik pesawat Cathay Pacific 28 April ke Amerika Serikat, dokter terkemuka ini telah merencanakan pelariannya, mengemas tasnya dan menyelinap melewati sensor dan kamera video di kampusnya di Hong Kong.",1
2276,2-Jul-20,FPI & BANSER Geruduk Kantor PDIP. Jgn Di Atur Oleh Partai PKI Komunis,"Purwokerto : FPI & BANSER Geruduk Kantor PDIP .Hajar Bila Ketemu Pengurus Nya . Kita Bangsa Yg Besar ,Islam Terbesar Di Dunia .Jgn Di Atur Oleh Partai PKI Komunis",1
2277,30-Mar-20,Picture of March to End COVID-19 in Cleveland today #EndCOVID,Nice weather has brought people out at the March to End COVID-19 in Cleveland today. #EndCOVID,1
2278,19-Mar-20,"Di tanya soal virus corona korlap FPI: hanya imam besar kami yg punya penangkal virus corona,karna imam besar kami cucu nabi","Di tanya soal virus corona korlap FPI: hanya imam besar kami yg punya penangkal virus corona,karna imam besar kami cucu nabi",1
2279,29-Jan-20,Mayat orang Cina bergelimpangan di jalan kota Wuhan,"Keterangan Foto Mayat mayat orang Cina bergelimpangan di jalan jalan kota Wuhan Cina foto di ambil dari Satelit
 Azab Untuk China Komunis …",1
2280,14-Jan-20,Jus Daun Pepaya Mentah Obat DBD,"Dari Prof. A.A. Mattjik mantan rektor IPB terkait pengobatan Demam Berdarah, krn skrg DBD sdg menggejala mungkin bisa sbg obat alternatif:",1
2281,6-Jan-20,Megawati Minta Jokowi Segera Cari Pengganti KH Maruf Amin,"Mantap…..
 Ganti trussss",1
2282,26-Sep-19,KPK Beri Klarifikasi Atas Isu Tunggangi Demonstrasi Mahasiswa,Menjawab beberapa pertanyaan wartawan dan masyarakat yang mengonfirmasi adanya video yang beredar hari ini yang di-“framing” seolah-olah peristiwa itu rapat beberapa saat sebelum demonstrasi mahasiswa dilakukan di Gedung DPR hari ini. Perlu kami tegaskan bahwa hal tersebut tidak benar,1
2283,25-May-19,Jokowi di Mata Internasional dijuluki Tangan Berdarah,Jokowi di Mata Internasional dijuluki “Tangan Berdarah”,1
2284,5-Apr-19,Fakta Sesungguhnya terkait Video Deklarasi Keluarga Ibu Kandung Prabowo di Minahasa Mendukung Jokowi dalam Pilpres 2019,Keluarga Prabowo di Sulawesi Utara mendukung @jokowi … #WongKitoCoblosJokowi,0
2285,30-Jan-19,PSI Buat dan Pasang Spanduk yang Bertuliskan Hargai Hak - Hak LGBT,Camat Tebet & Warga menurunkan Spanduk propaganda LGBT yang dipasang oleh PSI,1
2286,12-Sep-18,Kabareskrim Usut Situs Palsu Catut Namanya,"“Itu situs abal-abal yang mengatasnamakan dan mencatut nama saya. Bersama ini saya sampaikan semua yang ada di dalam situs itu adalah palsu. Sedang kita selidiki,” kata Arief Rabu (12/9).",0
2287,21-Agu-18,"BAYI MENINGGAL KARENA LAHIR TANPA BIDAN, KAPUSKESMAS KADING BONE BERI KLARIFIKASI","Kepala Puskesmas Kading, dr.Kasmawar Abbas : “Puskesmas kading, puskesmas non rawat inap, sehingga pelayanan tidak ada 24 jam.",0
2288,24-Jul-18,Ustaz Fadlan Garamatan Tidak Maju Sebagai Caleg Dari PDIP,"Kaum muslimin dan muslimat di mana saja berada, saya tidak pernah menandatangani calon dari partai PDIP, itu adalah fitnah, itu adalah hoaks yang dilakukan sekelompok orang untuk merusak dakwah saya dan merusak kegiatan saya.",0
2289,18-Jul-18,"KONDISI WILAYAHNYA DISEBUT TIDAK AMAN, BUPATI NDUGA PAPUA BERI KLARIFIKASI","Bupati Nduga Papua, Yarius Gwijangge : “Saya berterimakasih kepada TNI Polri karena telah bekerja keras untuk menstabilkan keamanan di Nduga. Terkait isu keamanan di Nduga tidak aman di media sosial itu tidak benar dan Hoax,”",0
2290,6-Jun-18,Kapolres Gresik Tak Pernah Minta THR Kepada Masyarakat dan Perusahaan di Gresik,"Tadi siang hari Selasa tanggal 5 Juni 2018 anggota Sekber DPC SPSB Kabupaten Gresik yang ditelpon seseorang. Dalam komunikasi itu intinya oknum tersebut mengaku sebagai Kapolres Gresik dan meminta THR. Untungnya anggota serikat pekerja itu langsung klarifikasi ke saya. Dan saya jelaskan bahwa tidak ada permintaan THR,",0
2291,24-Apr-18,"Ketik #Aktif di Facebook Kembalikan Foto Profil yang Hilang, Hoaks atau Fakta?","Padahal, masalah “foto profil yang hilang tiba-tiba” tak pernah eksis. Informasi yang dipaparkan laman tersebut bisa dipastikan tidak benar alias hoaks. … Terlebih, tiga tahap solusi yang diberikan laman “Pengguna FB Lite Indonesia” identik dengan pengumbar hoaks yang sudah-sudah.",0
2292,11-Apr-18,Megawati Soekarnoputri Usul ke Pemerintah Supaya Semua Pesantren di Tutup,"Megawati soekarnoputri usul ke pemerintah supaya semua Pesantren di tutup
 Nenek jahanam makin tua makin bangsat",1
2293,30-Mar-18,Narasi Jatim bebas nimbun limbah B3 Hasil Suntingan,"Wahai Ibu Menteri @SitiNurbayaLHK Jangan Biarkan Limbah B3 Terus Rusak Air, Tanah dan Hidup Warga Jatim”
 “Jatim bebas nimbun limbah B3
 pembiaran penimbunan limbah B3 di kawasan militer,
 lakardowo, sumobito, jombang, pacitan, sidoarjo
 dan pasuruan mempercepat kerusakan lingkungan",1
2294,12-Jan-18,LOWONGAN DRIVER UNTUK ASIAN GAMES 2018,"Dicari banyak driver SIM A untuk event Asean Games diJakarta
• Pria Max 40th
• Sehat
• Pengalaman 2th
• Paham wilayah jakarta dan sekitarnya
• Siap mengikuti trainning
• Siap kerja shift
Kirim Data-data pribadi anda :
Copy KTP
Copy SIM A
Copy Kartu Keluarga
Copy SKCK (masih berlaku)
Pas Foto
Kirim data anda ke email sugiharto@zaf.co.id atau WA (0895605553443)
Bantu share ya semoga bermanfaat untuk yg lain ?￰ﾟﾏﾻ",1
2295,5-Jan-18,"SIMALAKAMA JOKOWI, ANUT MAZHAB WASHINGTON CONSENSUS, SRI MULYANI GUNAKAN TAX AMNESTI UNTUK KERUK UANG PAJAK","Mazhab Washington Consensus yg dianut Sri Mulyani menjadi “pedoman bertindak” dalam urusan pajak, salah satu dari 10 (sepuluh) pokok rekomendasi Washington Consensus adalah : “Reformasi Pajak, dengan memperluas basis pemungutan pajak”... ",0
2296,18-Dec-17,Mafindo Kampanyekan Lawan Hoax di Depok Bersama Kepolisian,"Masyarakat Antifitnah Indonesia (Mafindo) Chapter Depok semakin aktif mengkampanyekan dan mensosialisasikan ke para warga di Depok, untuk berani menolak menyebarkan berita hoax ",0
2297,21-Nov-17,Penjual Air Kesehatan Sebar Hoax Pemanis Buatan,"Para ayah dan bunda hati2 memberi minuman instan untuk buah hati anda karena minuman tersebut sudah terbukti mengandung zat berbahaya siklamat yang menyebabkan penyakit lupus yang dpat mrusak antibodi Efeknya
1. dapat mengalami gangguan otak
2. penyebab kanker
Netralkan dan keluarkan zat2 brbhaya yang terlanjur masuk kedalam tbuh dengn minum air Milagros..
#Milagrosmiracleinside",1
2298,15-Nov-17,e-Tilang berbasis CCTV di Probolinggo,"Yg melintas dijalanan KOTA PROBOLINGGO: Besok ini uji coba tilang e-CCTV. Perempatan BRAK, pertigaan Gatot Subroto(KING),pertigaan KFC,Perempatan Randu pangger…Berhenti di belakang garis. Hati hati dengan kecepatan ketika lampu TL sdh menyala warna kuning… Karena sensor CCTV akan me-ngezoom saat lampu kuning menyala… Mungkin jg dibeberapa wilayah atau tempat lain…",1
2299,2-Nov-17,SAPI MENANGIS PELUK PEMIKNYA SEBELUM DISEMBELIH,SUBHABALLAH….KASIHAN…..SAPI MENANGIS PELUK PEMIKNYA SEBELUM DISEMBELIH…….DAN DAN DAGING BERLAPADZ ALLAH…….MOGA YANG LIKE KOMENTAR SERTA BERBAGI MENDAPAT RIZKI YANG TAK DI SANGKA SANGKA ….AAMIIN ALLAH HUMMA AAMIIN…..ASSALAMUALAIKUM WAROHMATULOHI WABAROKATUH SAHABAT (….MOGA BERKENAN DI HATI…..NIAT BAIK KARENA ALLAH……..YANG ENGGA SUKA ABAIKAN..ALLAH HUAKBAR………KUASA ALLAH…”.,0
2300,13-Oct-17,Seorang Pria di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil,Seorang Pria di Inggris Melakukan Penghacuran Kaca Masjid Lalu Tertabrak Mobil,1
2301,13-Oct-17,"Kerusuhan di Puncak, Bogor","Kerusuhan di Puncak, Bogor",1
2302,28-Sep-17,Begal Pocong 2017,"cuma ngasi info ni !! bagi pengendara roda2 roda4 , kalo yang ketemu kaya gini tabrak aja !! begal di tahun 2017 kaya gini
 -kerawang,cikarang, kotawisata,kali CBL di Bktnya !!”",1
2303,24-Aug-17,: Beredar Nama-Nama Pengurus Saracen di Media Sosial,Beredar Nama-Nama Pengurus Saracen di Media Sosial,1
2304,8-Feb-17,Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,Cara Melaporkan Situs dan Konten yang Tidak Pantas ke Google,0
2305,27-Dec-16,Kawal Surat Al-Hujurat 6: Melawan Hoax,Kawal Surat Al-Hujurat 6: Melawan Hoax,0
2306,26-Dec-16,Isu Indonesia Dibanjiri Jutaan Tenaga Kerja Asing Asal China,Jutaan Tenaga Asing China Membanjiri Indonesia,1
2307,24-Aug-20,Anak Cina di Uang Pecahan Rp75.000 Niat Cinanisasi NKRI,"Naaah…udah Ketemu juga tuh Anak… Udah ya.. jangan lagi sentiment SARA BHINEKA TUNGGAL IKA, PENTING, sesama Rakyat wajib tetap BERSATU Kita tetap kudu kritis dan waspada Merdeka",1
2308,16-Aug-20,"Air Kelapa Muda, Jeruk Nipis, dan Garam Obat Covid-19",Tolong bantu dikasih tahu ke saudara² kita yg kena covid 19..,1
2309,11-Aug-20,Akun Facebook PALSU Gubernur Jatim Khofifah Indar Parawansa,Akun Facebook PALSU Gubernur Jatim “Khofifah Indar Parawansa”,1
2310,28-Jul-20,Foto Dukungan Terhadap Jokowi Jadi Presiden RI Seumur Hidup,Dukungan terhadap JOKOWI JADI PRESIDEN RI SEUMUR HIDUP.,1
2311,19-May-20,Manager Giant Pal 6 Banjarmasin Meninggal Kena Covid-19,Pemberitahuan. Kalau bisa jgn ke Giant Pal 6 dulu karena Manager nya meninggal kena covid dan skrg karyawannya sedang di periksa,1
2312,18-May-20,Perawat Royal td suaminya jg wafat barusan,"Suaminya juga tiba2 jatuh… Delirium, Masuk ICU, PCR positif (info dr tmn2) Suaminya almh di RSAL barusan wafat juga di ICU, Innalillahi wa inna ilaiki rojiunnn Tmn2… perawat Royal… td suaminya jg wafat barusan",1
2313,27-Apr-20,Senin 27 April 2020 Sumatera Barat Lockdown,"Pemerintah Provinsi Sumatera Barat memutuskan untuk mengunci (lockdown) semua akses keluar dan masuk orang, dari dan ke luar Sumbar, demi menghentikan penularan virus corona Covid-19. Kebijakan ini mulai berlaku besok, Senin, 27 April 2020.",1
2314,25-Jan-20,Kepanikan luar biasa orang2 china akibat #VirusCorona,"China🇨🇳
 Kepanikan luar biasa orang2 china akibat #VirusCorona, lalu bagaimana kepanikan orang2 #Uyghur saat kalian teror dengan teror diluar batas prikemanusiaan??
 Ini hanya sedikit balasan dari Allah didunia ini akibat China memusuhi islam",1
2315,6-Jan-20,Princess Qajar Simbol Kecantikan di Persia Sampai 13 Pria Muda Bunuh Diri Karena Ditolak Cintanya,"Pada zaman Persia kuno, kumis dan badan gemuk adalah simbol kecantikan sejati. Salah satu contohnya, Putri Qajar (Esmat) di era Persia menjadi rebutan para pria.",1
2316,2-Dec-19,Foto 70 pesawat angkut disewa untuk antar peserta reuni 212,"70 pesawat angkut, 80 kapal pesiar 40 kapal selam, dan 5000 bus, dari barbagai negara di sewa untuk antar peserta Reuni 212.. cebong jangan panik.”",1
2317,28-Nov-19,this baby ate the mothers bowel,"The baby spend 11 month in the mother’s belly
 After the mother’s bowel eaten by the baby, doctor operate the mother to extract the baby… When the baby came out, the baby bite the nurse’s hand… After 3 hours the Nurse died, the Baby’s MOTHER died after the baby came out… The baby born with 8 kilogram weight, after 3 hours grown heavier to 13 kilogram… The baby is born in fridau, it’s unknown what God gave to warn us all… The baby is killed after, the baby died after the doctor gave death injection 17 times… This story really happen in India… Only God knows",1
2318,5-Nov-19,Child Abuse Video by Mahendra Kumar,A man who appears no less than a demon to his 10-year-old son has been arrested soon after a video showing him mercilessly beating him up went viral. …,1
2319,19-May-19,Ketiga Anak Kapolri Tiggal Di Singapur Dan Hidup Bermewah-mewahan,Gaya hidup mewah ketiga anaknya hidup disingapore dngn gaji jd polri apa cukup,1
2320,20-Oct-18,Hewan Peliharaan Dajjal,GEGER! Inikah Hewan Peliharaan Dajjal? Sudah Terdampar di Pantai Filipina,1
2321,04-Agu-18,"Ketua MUI Sumbar, Rektor Universitas Andalas dan Rektor UIN Imam Bonjol, Masuk Jadi Tim Sukses Jokowi","Forum yang dikukuhkan oleh Ketua Dewan Pembina Relawan Jokowi (Rejo), Sidarto Danusubroto, memasukkan sejumlah nama penting di Sumbar sebagai pengurus.",1
2322,11-Jun-18,Apapun Kelucuan yang Dibuat Rezim Ini Tetap Pokus Dengan 2019gantipresiden,APAPUN KELUCUAN YG DIBUAT REZIM INI…TETAP POKUS DGN 2019GANTIPRESIDEN….,1
2323,18-May-18,Pesan Berantai Warga Madiun Siap Jadi Pengantin Bom,"ijin copas 🙏🙏🙏
 diinformasikan bahwa seorang warga Desa Luworo, Kecamatan Pilangkenceng Kabupaten Madiun an. SIDIK WIDODO telah siap menjadi pengantin pengeboman. Dimana sidik widodo lulusan dari SMA negeri 1 Caruban, hingga saat ini ybs tinggal di Batam
 Sidik Widodo dg nama terbaru ABU MUSTOFA. Dimana sidik widodo/abu mustofa tinggal di Desa Luworo, jumlah keluarga 2 org, kakaknya telah menikah dan tinggal di Tulungagung. Ortunya setiap hari jualan sayur di Caruban. Setiap bulannya ybs membesuk abu bakar Ba’asyir.",1
2324,7-Mar-18,"Kader PDI Perjuangan, Eva Kusuma Sundari dan Rieke Dyah Pitaloka Terkait PKI","Jakarta, CNN Indonesia — Mantan Kepala Staf Komando Cadangan Strategis Angkatan Darat (Kostrad) Mayjen (Purn) Kivlan Zen menyebut, Partai Demokrasi Indonesia Perjuangan (PDIP) bukan pecahan Partai Komunis Indonesia (PKI). Namun, ia menuding PDIP banyak menampung pihak yang terkait PKI.
 Hal itu disampaikan Kivlan saat merespon pertanyaan pewarta tentang kaitan PDIP dan PKI serta kemungkinan partai tersebut merupakan pecahan partai ‘palu arit’. [...]",1
2325,7-Mar-18,Klarifikasi Polri Tentang Larangan Penggunaan GPS Saat Mengemudi,"Setyo menambahkan, polisi menilai penggunaan GPS berbahaya saat berkendara jika pengendara tiba-tiba berhenti tanpa menepi di jalan. “Ya berhenti dulu, minggir, jangan tiba-tiba berhenti di tengah jalan atau sambil berkendara membuka aplikasi. Jadi dengan adanya teknologi jangan malah kita kembali tanpa aturan,” tegas dia.",0
2326,18-Feb-18,Ini Penyebab Paspampres Cegah Anies Baswedan Dampingi Jokowi Serahkan Piala Presiden 2018,"”Tindakan tersebut merupakan prosedur pengamanan karena Paspampres berpegang pada daftar nama pendamping Presiden yang disiapkan panitia. Paspampres hanya mempersilakan nama-nama yang disebutkan oleh pembawa acara untuk turut mendampingi Presiden Joko Widodo,” demikian penjelasan tertulis Bey Machmudin, Deputi Bidang Protokol, Pers, dan Media Sekretariat Presiden, Minggu (18/2/2018) “Tidak ada arahan apa pun dari Presiden untuk mencegah Anies,” tegas Bey. Dia menambahkan, mengingat acara ini bukan acara kenegaraan, panitia tidak mengikuti ketentuan protokoler kenegaraan mengenai tata cara pendampingan Presiden oleh Kepala Daerah.",1
